id,Pet_ID,"Avatar","Pet_Name","Species","Breed","MajorColour","AnotherColour","Sex","Age","Birthday","FoodRequire","OtherRequire","MicrochipNo","Description",Is_Lost,Status,"Create_Date","Last_Modify_Date",Modified_By
66,67,"201507/201507091505551014.jpeg","Polar","Dog","001","白色",NULL,"001",NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:05:55","2015-07-09 15:05:55",74
67,68,"201507/201507091532262102.jpeg","Polar","Dog","191","白色",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:18:55","2015-07-09 15:32:26",74
68,69,"201507/201507091546492832.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:46:49","2015-07-09 15:48:11",74
69,70,"201507/201507091549408949.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:49:40","2015-07-09 15:50:57",74
70,71,"201507/201507091551363104.jpeg","polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:51:36","2015-07-09 15:51:36",74
71,72,NULL,"polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:53:16","2015-07-09 15:53:16",74
72,73,"201507/201507091554385012.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-09 15:54:38","2015-07-09 15:55:49",74
73,74,"201507/201507092028002628.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-09 20:28:00","2015-07-09 20:28:20",74
74,75,"201507/201507101010127082.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-10 10:10:12","2015-07-10 10:10:12",37
75,76,"201507/201507101030343372.jpeg","Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-10 10:30:34","2015-07-10 10:30:34",75
76,77,"201507/201507101357368690.png","001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-10 13:57:36","2015-07-10 13:57:36",78
77,78,"201508/2015081523195530871.png","Belle","Dog","135","赤色","白色","004","003","2014-5-17","Orijen six fish",NULL,"AVID*075*533*051",NULL,0,1,"2015-07-10 17:54:49","2015-08-15 23:19:55",79
78,79,NULL,"02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-11 10:26:02","2015-07-22 11:09:54",37
79,80,"201507/201507121553529302.png","Rylee ","Dog","058","light brown ",NULL,"004","003","2008-6-9",NULL,NULL,NULL,NULL,1,1,"2015-07-12 15:53:52","2015-07-12 15:53:52",82
80,81,"201507/201507121943022248.png","Milky","Dog","217","黑色",NULL,"001","003","2008-3-6","沒有主人不吃不喝","有皮膚病，抽筋病，需要長期食藥，搽藥膏及按摩","AVID*098*582*877",NULL,0,1,"2015-07-12 19:43:02","2015-07-14 21:57:10",83
81,82,"201507/201507122228349376.png","Jody","Dog","217","Brown",NULL,"004","003","2011-8-6",NULL,NULL,NULL,NULL,0,1,"2015-07-12 22:28:34","2015-08-06 21:28:23",84
82,83,NULL,"hemmy","Dog","002",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-13 18:12:28","2015-07-13 18:12:28",49
83,84,"201508/2015082117323527169.png","doggy","Dog","005","whitea","hi","001","001","2015-8-14",NULL,NULL,NULL,NULL,0,0,"2015-07-14 09:09:23","2015-09-10 10:49:44",77
84,85,"201507/2015071411055948690.png","Rocky","Dog","009","銀白",NULL,"003","004","2007-8-14",NULL,NULL,NULL,"不允許陌生人抱，吠小朋友",0,0,"2015-07-14 11:05:59","2015-07-14 12:07:57",89
85,86,"201509/2015091900583533726.png","妹妹","Dog","173","咖啡",NULL,"004","003","2012-8-22","偏食",NULL,NULL,"細膽和怕陌生人",0,1,"2015-07-14 11:12:00","2015-09-19 00:58:36",89
86,87,"201509/2015091900565915138.png","Rocky","Dog","009","銀白",NULL,"003","004","2007-8-14",NULL,NULL,NULL,"抗拒陌生人抱和怕小朋友",0,1,"2015-07-14 12:20:06","2015-09-19 00:56:59",89
87,88,NULL,"hehhe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-14 17:25:03","2015-07-14 17:28:11",45
88,89,NULL," 番梘","Dog","007","白色",NULL,"001","002",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-14 18:42:21","2015-07-14 21:01:24",93
89,90,"201507/2015071419183529171.jpeg","Q 仔",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-14 19:17:56","2015-07-17 16:47:16",94
90,91,"201507/2015071419210624332.jpeg","毛毛","Dog","001","啡","好為食","003","004",NULL,NULL,NULL,NULL,"非常怕人。太驚會咬要小心。",0,1,"2015-07-14 19:21:06","2015-07-17 16:47:12",94
91,92,"201507/2015071419272340413.jpeg","大舊","Cat","002",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-14 19:21:29","2015-07-17 16:47:09",94
92,93,"201507/2015071420200172115.png","coffee","Dog","173","咖啡色","背部中間有一處特別深色","004","003","2012-7-25",NULL,NULL,NULL,NULL,0,1,"2015-07-14 20:20:01","2015-08-16 13:29:30",95
93,94,"201507/2015071423171375741.jpeg","馬蹄","Dog","002","啡",NULL,"001","003",NULL,NULL,NULL,NULL,"荔枝角永鮮果菜行狗狗",0,1,"2015-07-14 23:17:13","2015-07-14 23:19:08",99
94,95,"201509/2015092509382676012.png","Ginger","Dog","002","Tan","Tan","002","003","2012-3-15",NULL,NULL,NULL,NULL,0,0,"2015-07-15 00:53:05","2015-12-15 14:12:19",100
95,96,NULL,"Potter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-15 11:13:55","2015-07-15 13:45:56",55
96,97,"201508/2015081314241063608.jpeg","1112","Dog","123",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-15 14:43:04","2015-10-24 18:15:21",47
97,98,NULL,"71 亞女","Dog","002","Black & White",NULL,"004",NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-07 13:00:12","2015-05-18 10:33:53",103
98,99,NULL,"79 熊貓","Dog","002","Black & White",NULL,"003",NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-07 13:03:31","2015-05-18 10:33:20",103
99,100,NULL,"78 黑頭","Dog","002","Black & White",NULL,"003",NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-07 13:06:04","2015-05-18 10:37:30",103
100,101,NULL,"80 #6 Group 1","Dog","002","Black & White",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-07 13:06:53","2015-05-18 10:38:59",103
101,102,NULL,"59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-13 21:57:35","2015-05-13 21:57:35",103
102,103,NULL,"60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-13 21:58:04","2015-05-13 21:58:04",103
103,104,NULL,"58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-05-13 22:00:39","2015-05-13 22:00:39",103
104,105,"201507/2015071523304776001.png","Jack","Dog","001","Brown",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-15 23:30:47","2015-07-25 10:36:20",69
105,106,"201507/2015071612165952648.jpeg","阿燥",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-16 12:16:59","2015-07-16 12:16:59",80
106,107,NULL,"22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:54:28","2015-07-17 16:38:07",45
107,108,NULL,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:54:44","2015-07-17 16:38:03",45
108,109,NULL,"19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:55:46","2015-07-17 16:38:00",45
109,110,NULL,"45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:56:16","2015-07-17 16:37:56",45
110,111,NULL,"41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:57:02","2015-07-17 16:37:53",45
111,112,NULL,"44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-16 14:57:45","2015-07-17 16:37:49",45
112,113,NULL,"弟弟","Cat","001","黑白",NULL,"003","003",NULL,"飼料",NULL,NULL,NULL,0,1,"2015-07-16 18:14:03","2015-07-16 18:14:18",108
113,114,"201507/2015071623061862008.png","毛仔","Dog","013","銀灰",NULL,"003","003","2013-1-14","因有毛囊蟲問題,所以不可食零食","去完廁紙要洗手,因為經常噴尿到前手,如果不洗手,好快會有皮膚問題","avid*006*000*000",NULL,0,1,"2015-07-16 21:58:14","2015-08-23 00:01:53",110
114,115,"201507/2015071710195413850.jpeg","BB","Dog","191","白","無","003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-17 10:19:54","2015-07-28 12:14:03",111
115,116,"201507/2015072011525632869.png","旺財","Dog","002",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-17 11:00:33","2015-07-28 12:11:44",111
116,117,NULL,"AA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-17 13:51:26","2015-07-17 13:52:04",113
117,118,"201507/2015071714573826739.png","Polar Jack 48","Dog","191","White",NULL,"001","003",NULL,"Lots of food ","Food","Gsujkee","Cute dog",0,1,"2015-07-17 14:49:17","2015-12-22 21:12:35",277
118,119,"201507/2015073023573574083.jpeg"," 綿花糖","Dog","007","White",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-18 17:58:41","2015-07-30 23:57:35",115
119,120,"201507/2015071904160855772.jpeg","Venus","Dog","044","Tan / Black",NULL,"002","003","2012-06-06",NULL,NULL,"079*814*604",NULL,0,1,"2015-07-19 04:07:59","2015-10-19 00:37:38",117
120,121,"201507/2015071904092073276.png","Venus","Dog","044","啡，黑"," ","002","003","2012-6-6"," ",NULL,NULL,NULL,0,0,"2015-07-19 04:09:20","2015-07-24 11:18:37",116
121,122,NULL,"Boca Flores","Dog","058","Bristol ",NULL,"004","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-19 12:14:35","2015-08-01 19:21:53",112
122,123,"201511/2015110717334891064.png","阿肥","Dog","019","Fawn ",NULL,"004","003","2013-7-11",NULL,NULL,"AVID *084*631*848",NULL,0,1,"2015-07-20 19:18:54","2015-11-07 17:56:46",119
123,124,"201507/2015072101253744877.png","Kitten","Cat","001","tortoiseshell",NULL,"004","002","2014-7-19","She loves eating fancy feast and iams","cuddling",NULL,"last seen July 5th, 2015 at 10:00 pm on property.  Nearest interesection Simcoe st. east and John St. north or L8L3N1.   Kitten is dearly missed, if you have her or have spotted her please contact us.",1,1,"2015-07-21 01:24:34","2015-07-21 21:50:44",121
124,125,"201507/2015072216260572990.png","小白","Dog","185","金色","白色","004","003","2013-7-14","每餐120g狗糧x2","錫哂佢",NULL,NULL,0,1,"2015-07-22 10:16:25","2015-08-01 01:07:19",126
125,126,"201507/2015072210575826984.png","Max","Dog","002","Black ",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,1,1,"2015-07-22 10:56:33","2015-07-28 09:52:51",128
126,127,"201507/2015072210572670824.jpeg","max",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-22 10:57:26","2015-07-22 11:00:51",127
127,128,"201507/2015072215573597360.jpeg","Hills","Dog","123","黑 白灰",NULL,"001","001",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-22 15:57:35","2015-07-22 15:58:19",131
128,129,NULL,"仔仔","Dog","003","白啡色",NULL,"003","004",NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-22 16:31:09","2015-07-22 18:26:07",132
129,130,"201507/2015072216324487524.png","王小虎 Tiger","Dog","007","啡色",NULL,"003","003",NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-22 16:32:44","2015-07-22 18:26:11",132
130,131,NULL,"inez",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-22 16:37:46","2015-07-22 16:42:39",133
131,132,"201507/2015072217160367950.jpeg","福仔","Dog","135","赤",NULL,"001","003","2013-04-28",NULL,NULL,NULL,NULL,0,1,"2015-07-22 17:13:19","2015-07-22 17:42:18",134
132,133,"201507/2015072218024416510.png","Miu Miu","Dog","002","啡/黑",NULL,"004","003","2014-4-1","乾糧",NULL,NULL,NULL,0,1,"2015-07-22 17:32:05","2015-07-22 18:04:12",136
133,134,"201509/2015091822095698289.png","Tiger 小虎","Dog","007","啡色",NULL,"003","003","2010-9-13","狗糧
","喜歡和任何狗玩，一定要出街
",NULL,NULL,0,1,"2015-07-22 18:28:57","2015-09-18 22:09:56",132
134,135,"201508/2015081622183833344.png","BB","Dog","038","brown, black, white",NULL,"003","004","2003-7-22",NULL,NULL,"AVID-09036-5782","有過焦蟲",0,1,"2015-07-22 19:31:58","2015-08-24 17:57:00",137
135,136,NULL,"Polar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-22 21:24:59","2015-07-28 12:12:00",111
136,137,"201507/2015072221304875163.jpeg","Happy","Dog","167","Brow","White","003","003","2010-04-02","Dr B Kangaroo",NULL,"AVID 035 574 110",NULL,0,1,"2015-07-22 21:30:48","2015-07-22 21:32:40",138
137,138,"201507/2015072222120972828.jpeg","domo","Dog","173","brown","","001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-22 22:12:09","2015-07-22 22:12:09",139
138,139,"201507/2015072222181450981.jpeg","矇豬","Dog","217",NULL,NULL,"001","003",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-22 22:18:14","2015-07-22 22:18:14",140
139,140,"201507/2015072222193112265.jpeg","Momo","Dog","173","brown",NULL,"001","002",NULL,NULL,NULL,NULL,NULL,0,1,"2015-07-22 22:19:31","2015-07-22 23:00:38",139
140,141,"201507/2015072310434634993.jpeg","ME ME",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"2015-07-23 10:43:46","2015-07-23 10:44:28",135
141,142,"201507/2015072310434713204.jpeg","ME ME","Dog","217","brown",NULL,"004","003","2013-05-21",NULL,NULL,NULL,NULL,0,1,"2015-07-23 10:43:47","2015-07-23 15:27:25",135
142,143,"201507/2015072311180729554.png","Latte~鐵大神","Dog","123","Red and White (紅白）",NULL,"003","004","2003-10-17","Big Dog or Raw Food (生肉）",NULL,NULL,NULL,0,1,"2015-07-23 11:18:07","2015-07-28 13:08:30",143
